#GeneName      	AdrenalGland	BoneMarrow	Breast	Bronchus	Cerebellum	CerebralCortex	CervixUterine	Colon	Duodenum	Endometrium	Epididymis	Esophagus	FallopianTube	GallBladder	HeartMuscle	HippocampalFormation	Kidney	Liver	Lung	LymphNode	Nasopharynx	OralMucosa	Ovary	Pancreas	ParathyroidGland	Placenta	ProstateGland	Rectum	SalivaSecretingGland	SeminalVesicle	SkeletalMuscleTissue	SmallIntestine	SmoothMuscleTissue	SoftTissue	Spleen	Stomach	TelencephalicVentricle	Testis	ThyroidGland	Tonsil	UrinaryBladder	Vagina	VermiformAppendix
RASAL3         	           1	         0	     0	       0	         0	             0	            0	    0	       0	          0	         1	        1	            0	          0	          0	                   0	     1	    0	   0	        3	          0	         1	    0	       0	               0	       0	            0	     0	                   0	             0	                   0	             0	                 0	         0	     2	      0	                     0	     0	           0	     3	             1	     1	                1
RASEF          	           2	         2	     0	       3	         2	             2	            2	    3	       3	          0	         2	        2	            3	          3	          3	                   2	     3	    3	   2	        0	          3	         3	    0	       2	               3	       3	            2	     3	                   2	             1	                   3	             3	                 2	         0	     0	      0	                     2	     2	           3	     3	             3	     2	                3
RASGEF1A       	           2	         0	     3	       2	         1	             3	            1	    1	       0	          0	         0	        0	            2	          1	          1	                   2	     1	    1	   0	        1	          2	         1	    0	       2	               2	       1	            1	     1	                   0	             1	                   2	             0	                 3	         0	     0	      0	                     2	     1	           0	     1	             0	     1	                1
RASGEF1C       	           2	         1	     2	       2	         2	             2	            2	    3	       2	          0	         1	        2	            2	          2	          1	                   1	     2	    2	   1	        1	          2	         1	    1	       2	               2	       2	            2	     2	                   1	             1	                   1	             2	                 1	         0	     0	      0	                     1	     2	           1	     2	             2	     2	                2
RASGRF2        	           3	         2	     3	       3	         3	             3	            3	    3	       3	          0	         3	        3	            3	          3	          2	                   2	     2	    2	   3	        3	          3	         3	    2	       3	               3	       3	            3	     3	                   3	             2	                   2	             3	                 2	         0	     3	      0	                     1	     3	           2	     3	             3	     2	                3
RASL11A        	           3	         3	     2	       2	         2	             3	            3	    3	       3	          0	         2	        3	            3	          3	          3	                   3	     3	    3	   3	        0	          3	         3	    2	       2	               0	       3	            2	     3	                   3	             2	                   3	             3	                 3	         0	     3	      0	                     3	     2	           3	     3	             3	     3	                2
RAVER1         	           2	         3	     2	       3	         0	             1	            2	    3	       3	          0	         2	        2	            3	          3	          1	                   1	     3	    1	   2	        3	          3	         3	    2	       2	               1	       2	            3	     3	                   2	             3	                   0	             3	                 1	         0	     2	      0	                     1	     3	           2	     3	             3	     2	                3
RB1            	           3	         3	     2	       3	         3	             3	            3	    3	       3	          0	         3	        3	            2	          2	          2	                   3	     3	    3	   2	        3	          3	         3	    1	       2	               3	       3	            2	     3	                   3	             3	                   2	             3	                 2	         0	     3	      0	                     2	     3	           3	     3	             3	     3	                3
RBBP4          	           3	         3	     3	       3	         3	             3	            3	    3	       3	          0	         3	        3	            3	          3	          3	                   3	     3	    3	   3	        3	          3	         3	    3	       3	               3	       3	            3	     3	                   3	             3	                   2	             3	                 3	         0	     3	      0	                     3	     3	           3	     3	             3	     3	                3
RBBP7          	           3	         3	     3	       3	         3	             3	            3	    3	       3	          0	         3	        3	            3	          3	          3	                   3	     3	    3	   3	        3	          3	         3	    3	       3	               3	       3	            3	     3	                   3	             3	                   3	             3	                 3	         0	     3	      0	                     3	     3	           3	     3	             3	     3	                3
RBFA           	           2	         1	     2	       2	         2	             1	            2	    3	       3	          0	         2	        2	            2	          2	          1	                   2	     3	    2	   3	        2	          3	         2	    1	       2	               2	       2	            2	     3	                   2	             2	                   1	             3	                 2	         0	     0	      0	                     2	     3	           2	     2	             2	     2	                2
RBFOX1         	           2	         0	     2	       0	         0	             3	            0	    2	       2	          0	         2	        0	            0	          1	          1	                   3	     2	    2	   1	        0	          0	         1	    0	       3	               3	       0	            0	     2	                   1	             1	                   3	             2	                 0	         0	     0	      0	                     3	     1	           0	     1	             0	     0	                2
RBFOX2         	           1	         2	     2	       1	         3	             3	            0	    1	       1	          0	         1	        1	            1	          1	          0	                   3	     3	    1	   3	        2	          1	         1	    3	       2	               0	       3	            1	     1	                   1	             2	                   2	             1	                 3	         0	     2	      0	                     3	     1	           1	     2	             2	     1	                1
RBKS           	           2	         0	     0	       2	         1	             0	            1	    2	       3	          0	         2	        1	            3	          2	          0	                   1	     3	    3	   1	        1	          2	         0	    2	       2	               2	       1	            1	     2	                   1	             1	                   0	             3	                 0	         0	     0	      0	                     1	     3	           2	     1	             1	     0	                2
RBL1           	           3	         2	     2	       2	         2	             1	            2	    3	       2	          0	         1	        2	            2	          2	          1	                   1	     3	    1	   2	        2	          0	         2	    1	       1	               1	       2	            0	     2	                   2	             2	                   2	             2	                 1	         0	     1	      0	                     1	     2	           2	     3	             2	     3	                2
RBL2           	           2	         3	     2	       2	         3	             3	            3	    3	       3	          0	         3	        3	            3	          3	          2	                   3	     3	    3	   3	        3	          3	         3	    3	       3	               2	       3	            3	     2	                   3	             3	                   2	             3	                 2	         0	     3	      0	                     3	     3	           2	     3	             3	     2	                3
RBM10          	           3	         2	     3	       3	         2	             2	            3	    3	       3	          0	         2	        3	            3	          2	          3	                   3	     3	    3	   3	        3	          3	         3	    2	       3	               3	       3	            3	     3	                   3	             3	                   3	             3	                 2	         0	     3	      0	                     3	     3	           3	     3	             2	     3	                3
RBM12          	           2	         2	     2	       2	         2	             2	            2	    2	       2	          0	         2	        2	            2	          2	          1	                   2	     3	    2	   2	        1	          2	         1	    1	       2	               2	       2	            2	     2	                   2	             2	                   1	             2	                 1	         0	     1	      0	                     1	     2	           2	     2	             2	     2	                1
RBM14          	           3	         3	     3	       3	         3	             3	            3	    3	       3	          0	         2	        3	            3	          0	          3	                   2	     2	    1	   3	        3	          3	         2	    3	       3	               1	       3	            3	     3	                   3	             2	                   3	             3	                 2	         0	     2	      0	                     3	     3	           3	     3	             3	     2	                3
RBM15          	           1	         2	     1	       2	         3	             2	            3	    3	       3	          0	         2	        2	            2	          3	          1	                   2	     2	    2	   2	        2	          2	         2	    2	       2	               2	       3	            1	     3	                   1	             1	                   2	             3	                 1	         0	     1	      0	                     2	     2	           2	     2	             2	     1	                2
RBM17          	           2	         2	     3	       2	         2	             3	            2	    3	       3	          0	         2	        2	            3	          3	          2	                   2	     3	    2	   2	        3	          3	         3	    2	       2	               1	       3	            2	     2	                   3	             2	                   2	             2	                 2	         0	     2	      0	                     2	     2	           3	     3	             3	     3	                2
RBM19          	           1	         0	     1	       2	         3	             3	            2	    2	       2	          0	         2	        2	            2	          1	          2	                   3	     2	    1	   2	        1	          2	         2	    1	       2	               0	       2	            2	     2	                   2	             0	                   2	             2	                 2	         0	     2	      0	                     2	     2	           2	     2	             2	     2	                2
RBM22          	           3	         3	     3	       3	         3	             3	            2	    3	       3	          0	         2	        3	            3	          3	          2	                   2	     2	    1	   2	        2	          3	         3	    1	       3	               1	       3	            2	     3	                   2	             2	                   2	             3	                 2	         0	     2	      0	                     3	     3	           3	     3	             3	     3	                3
RBM28          	           2	         1	     1	       2	         3	             3	            2	    2	       2	          0	         2	        2	            2	          3	          3	                   3	     3	    1	   1	        2	          2	         2	    2	       2	               2	       2	            2	     3	                   0	             2	                   1	             1	                 1	         0	     2	      0	                     3	     2	           2	     3	             3	     2	                2
RBM33          	           3	         2	     2	       3	         3	             3	            2	    2	       2	          0	         2	        3	            2	          2	          2	                   2	     2	    2	   1	        2	          3	         2	    2	       2	               2	       3	            1	     2	                   2	             2	                   2	             2	                 1	         0	     1	      0	                     3	     2	           2	     2	             2	     3	                2
RBM39          	           2	         2	     2	       2	         2	             3	            2	    3	       3	          0	         2	        1	            2	          3	          1	                   3	     2	    0	   3	        2	          3	         3	    3	       2	               3	       3	            2	     3	                   2	             2	                   0	             3	                 2	         0	     2	      0	                     3	     2	           1	     3	             3	     2	                3
RBM42          	           3	         2	     3	       2	         2	             3	            3	    3	       3	          0	         3	        3	            3	          3	          0	                   2	     3	    2	   2	        2	          3	         3	    2	       3	               3	       3	            2	     3	                   2	             3	                   2	             2	                 2	         0	     2	      0	                     2	     3	           3	     3	             3	     3	                2
RBM5           	           3	         3	     3	       3	         3	             3	            3	    3	       3	          0	         3	        3	            3	          3	          2	                   3	     3	    2	   3	        3	          3	         3	    3	       3	               3	       3	            3	     3	                   3	             3	                   3	             3	                 3	         0	     3	      0	                     3	     3	           3	     3	             3	     3	                3
RBM6           	           3	         3	     2	       3	         3	             3	            3	    3	       3	          0	         3	        3	            3	          3	          2	                   1	     3	    1	   3	        3	          3	         3	    3	       3	               3	       3	            3	     3	                   3	             1	                   3	             3	                 3	         0	     1	      0	                     2	     3	           3	     3	             3	     3	                3
RBM7           	           2	         3	     2	       2	         3	             3	            1	    3	       3	          0	         1	        3	            2	          2	          1	                   1	     2	    1	   3	        1	          3	         2	    1	       1	               2	       3	            1	     3	                   2	             1	                   2	             2	                 1	         0	     2	      0	                     1	     3	           3	     3	             1	     3	                2
RBMXL2         	           0	         0	     0	       0	         0	             0	            0	    0	       0	          0	         0	        0	            0	          0	          0	                   0	     0	    0	   0	        0	          0	         0	    0	       0	               0	       0	            0	     0	                   0	             0	                   0	             0	                 0	         0	     0	      0	                     0	     3	           0	     0	             0	     0	                0
RBMY1A1        	           0	         0	     0	       0	         0	             0	            0	    0	       0	          0	         0	        0	            0	          0	          0	                   0	     0	    0	   0	        0	          0	         0	    0	       0	               0	       0	            0	     0	                   0	             0	                   0	             0	                 0	         0	     0	      0	                     0	     2	           0	     0	             0	     0	                0
RBMY1B         	           0	         0	     0	       0	         0	             0	            0	    0	       0	          0	         0	        0	            0	          0	          0	                   0	     0	    0	   0	        0	          0	         0	    0	       0	               0	       0	            0	     0	                   0	             0	                   0	             0	                 0	         0	     0	      0	                     0	     2	           0	     0	             0	     0	                0
RBMY1D         	           0	         0	     0	       0	         0	             0	            0	    0	       0	          0	         0	        0	            0	          0	          0	                   0	     0	    0	   0	        0	          0	         0	    0	       0	               0	       0	            0	     0	                   0	             0	                   0	             0	                 0	         0	     0	      0	                     0	     2	           0	     0	             0	     0	                0
RBMY1E         	           0	         0	     0	       0	         0	             0	            0	    0	       0	          0	         0	        0	            0	          0	          0	                   0	     0	    0	   0	        0	          0	         0	    0	       0	               0	       0	            0	     0	                   0	             0	                   0	             0	                 0	         0	     0	      0	                     0	     2	           0	     0	             0	     0	                0
RBMY1F         	           0	         0	     0	       0	         0	             0	            0	    0	       0	          0	         0	        0	            0	          0	          0	                   0	     0	    0	   0	        0	          0	         0	    0	       0	               0	       0	            0	     0	                   0	             0	                   0	             0	                 0	         0	     0	      0	                     0	     2	           0	     0	             0	     0	                0
RBMY1J         	           0	         0	     0	       0	         0	             0	            0	    0	       0	          0	         0	        0	            0	          0	          0	                   0	     0	    0	   0	        0	          0	         0	    0	       0	               0	       0	            0	     0	                   0	             0	                   0	             0	                 0	         0	     0	      0	                     0	     2	           0	     0	             0	     0	                0
RBP1           	           2	         0	     1	       0	         1	             0	            1	    0	       0	          0	         0	        0	            2	          1	          0	                   1	     1	    1	   0	        0	          0	         0	    2	       2	               0	       0	            0	     0	                   0	             0	                   0	             0	                 0	         0	     0	      0	                     1	     3	           0	     0	             0	     0	                0
RBP2           	           0	         0	     0	       0	         0	             0	            0	    0	       3	          0	         0	        0	            0	          0	          0	                   0	     0	    0	   1	        0	          0	         0	    0	       0	               0	       0	            0	     0	                   0	             0	                   0	             3	                 0	         0	     0	      0	                     0	     0	           0	     0	             0	     0	                0
RBP4           	           0	         0	     1	       0	         0	             0	            0	    0	       0	          0	         0	        0	            0	          0	          0	                   0	     3	    3	   0	        0	          0	         0	    0	       3	               0	       0	            0	     0	                   0	             0	                   0	             0	                 0	         0	     0	      0	                     0	     1	           0	     0	             1	     0	                0
RBP5           	           2	         1	     2	       2	         1	             2	            1	    2	       2	          0	         2	        2	            2	          2	          1	                   1	     3	    3	   2	        3	          2	         2	    2	       2	               1	       2	            2	     2	                   1	             2	                   1	             2	                 0	         0	     3	      0	                     1	     2	           3	     3	             2	     1	                2
RBPJL          	           1	         0	     0	       1	         1	             0	            0	    0	       1	          0	         0	        0	            0	          0	          1	                   0	     0	    1	   0	        0	          0	         0	    0	       2	               0	       0	            1	     1	                   0	             0	                   0	             1	                 0	         0	     0	      0	                     0	     0	           0	     1	             1	     0	                1
RBSN           	           3	         1	     2	       2	         2	             3	            2	    2	       2	          0	         2	        2	            2	          3	          0	                   0	     2	    2	   2	        2	          2	         2	    2	       3	               2	       1	            2	     3	                   2	             1	                   1	             2	                 2	         0	     2	      0	                     1	     2	           2	     2	             2	     2	                3
RC3H1          	           3	         1	     3	       3	         2	             2	            2	    3	       2	          0	         3	        3	            3	          3	          1	                   1	     3	    1	   2	        3	          3	         2	    0	       2	               3	       3	            3	     3	                   1	             3	                   1	             2	                 1	         0	     1	      0	                     1	     3	           2	     3	             3	     2	                3
RCAN1          	           3	         3	     2	       2	         3	             3	            2	    3	       2	          0	         2	        2	            2	          3	          2	                   3	     3	    2	   3	        2	          2	         2	    3	       2	               2	       3	            2	     2	                   2	             2	                   2	             2	                 2	         0	     3	      0	                     3	     3	           2	     3	             2	     2	                2
RCC1           	           3	         2	     3	       3	         1	             2	            3	    2	       2	          0	         2	        3	            3	          3	          1	                   1	     2	    2	   2	        2	          3	         2	    2	       2	               2	       3	            2	     3	                   3	             2	                   2	             2	                 2	         0	     2	      0	                     1	     2	           2	     3	             3	     2	                2
RCCD1          	           2	         2	     2	       2	         2	             2	            2	    2	       2	          0	         2	        2	            2	          2	          3	                   2	     2	    2	   3	        2	          2	         1	    1	       2	               2	       2	            2	     2	                   1	             2	                   2	             2	                 1	         0	     2	      0	                     2	     2	           2	     2	             2	     2	                2
RCN1           	           2	         0	     2	       0	         1	             2	            2	    2	       2	          0	         2	        1	            3	          0	          0	                   2	     1	    0	   1	        0	          1	         0	    2	       2	               0	       3	            2	     2	                   3	             2	                   0	             2	                 0	         0	     0	      0	                     3	     1	           0	     0	             2	     0	                2
RCN2           	           0	         0	     0	       0	         3	             3	            0	    2	       1	          0	         3	        0	            0	          0	          0	                   3	     0	    0	   0	        0	          0	         0	    0	       0	               0	       2	            0	     0	                   0	             0	                   0	             0	                 0	         0	     0	      0	                     3	     3	           0	     1	             0	     0	                1
RCOR1          	           3	         3	     3	       3	         2	             3	            3	    3	       3	          0	         3	        3	            0	          3	          3	                   3	     3	    2	   3	        3	          3	         3	    3	       3	               0	       3	            3	     3	                   3	             3	                   2	             3	                 3	         0	     2	      0	                     3	     3	           3	     3	             3	     3	                3
RCOR3          	           3	         3	     2	       3	         3	             3	            3	    3	       2	          0	         3	        0	            2	          3	          3	                   3	     3	    2	   3	        2	          3	         3	    3	       3	               0	       3	            2	     3	                   3	             3	                   2	             2	                 2	         0	     2	      0	                     3	     3	           3	     2	             3	     0	                2
RCSD1          	           0	         2	     0	       0	         0	             1	            0	    1	       0	          0	         0	        0	            0	          0	          1	                   1	     1	    0	   0	        3	          0	         0	    1	       0	               0	       0	            0	     0	                   0	             0	                   0	             0	                 0	         0	     3	      0	                     0	     0	           0	     3	             0	     0	                2
RDH11          	           0	         0	     0	       0	         0	             1	            0	    0	       0	          0	         0	        0	            0	          0	          0	                   0	     1	    0	   0	        0	          0	         0	    0	       0	               0	       0	            2	     0	                   0	             0	                   0	             0	                 0	         0	     0	      0	                     0	     1	           0	     0	             0	     0	                0
RDH14          	           3	         1	     2	       3	         3	             3	            2	    3	       3	          0	         3	        3	            3	          3	          3	                   3	     3	    2	   2	        1	          3	         2	    1	       2	               3	       2	            0	     3	                   3	             2	                   3	             3	                 0	         0	     1	      0	                     3	     2	           2	     2	             3	     2	                3
RDH16          	           1	         1	     0	       0	         0	             3	            0	    2	       0	          0	         1	        0	            0	          0	          1	                   0	     0	    3	   1	        0	          0	         0	    1	       0	               0	       0	            0	     0	                   0	             0	                   1	             0	                 2	         0	     0	      0	                     1	     0	           1	     0	             0	     0	                0
RDX            	           3	         0	     1	       1	         0	             1	            0	    0	       1	          0	         2	        0	            1	          2	          0	                   0	     3	    1	   0	        1	          2	         0	    1	       1	               1	       1	            1	     1	                   2	             1	                   0	             0	                 0	         0	     0	      0	                     1	     2	           1	     0	             0	     0	                1
REC8           	           2	         1	     1	       2	         0	             1	            1	    2	       2	          0	         2	        1	            2	          1	          0	                   0	     0	    0	   1	        2	          2	         1	    1	       1	               0	       2	            0	     1	                   1	             0	                   1	             0	                 1	         0	     0	      0	                     1	     3	           1	     2	             0	     1	                0
RECQL          	           2	         2	     3	       2	         3	             2	            2	    2	       1	          0	         2	        1	            2	          2	          3	                   2	     2	    2	   1	        2	          2	         2	    2	       1	               2	       2	            0	     1	                   1	             1	                   1	             1	                 2	         0	     1	      0	                     2	     3	           2	     3	             2	     1	                2
RECQL4         	           3	         2	     2	       2	         2	             2	            2	    2	       2	          0	         1	        2	            1	          3	          2	                   1	     2	    1	   1	        1	          3	         2	    2	       2	               2	       2	            1	     2	                   3	             1	                   1	             2	                 1	         0	     1	      0	                     1	     2	           3	     3	             2	     2	                2
RECQL5         	           0	         0	     0	       0	         1	             2	            1	    0	       0	          0	         0	        0	            0	          0	          1	                   0	     3	    1	   0	        0	          0	         0	    0	       0	               0	       0	            0	     0	                   0	             0	                   2	             1	                 0	         0	     0	      0	                     1	     0	           0	     0	             0	     0	                0
REG1A          	           0	         0	     0	       0	         0	             0	            0	    2	       3	          0	         0	        0	            0	          0	          0	                   0	     0	    0	   0	        0	          0	         0	    0	       3	               0	       0	            0	     0	                   0	             0	                   0	             3	                 0	         0	     0	      0	                     0	     0	           0	     0	             0	     0	                0
REG1B          	           0	         0	     0	       0	         0	             0	            0	    0	       3	          0	         0	        0	            0	          0	          0	                   0	     0	    0	   0	        0	          0	         0	    0	       3	               0	       0	            0	     0	                   0	             0	                   0	             3	                 0	         0	     0	      0	                     0	     0	           0	     0	             0	     0	                0
REG4           	           0	         0	     0	       0	         0	             0	            0	    2	       2	          0	         0	        0	            0	          0	          0	                   0	     0	    0	   0	        0	          0	         0	    0	       0	               0	       0	            0	     2	                   0	             0	                   0	             3	                 0	         0	     0	      0	                     0	     0	           0	     0	             0	     0	                2
RELA           	           2	         3	     3	       1	         0	             2	            3	    3	       2	          0	         3	        2	            3	          3	          1	                   1	     2	    1	   3	        3	          3	         2	    3	       2	               3	       3	            2	     3	                   2	             1	                   2	             2	                 1	         0	     3	      0	                     2	     2	           3	     3	             3	     1	                3
REN            	           0	         0	     0	       2	         0	             1	            1	    2	       2	          0	         1	        1	            0	          2	          0	                   0	     3	    0	   2	        0	          2	         0	    0	       0	               0	       1	            0	     2	                   0	             0	                   0	             3	                 0	         0	     0	      0	                     1	     1	           0	     1	             2	     0	                2
RENBP          	           0	         0	     0	       0	         0	             0	            0	    0	       0	          0	         0	        0	            0	          0	          0	                   0	     3	    0	   1	        1	          0	         0	    0	       0	               0	       0	            0	     0	                   0	             0	                   0	             0	                 0	         0	     0	      0	                     0	     0	           0	     1	             0	     0	                1
REPS1          	           2	         2	     3	       2	         3	             2	            3	    2	       3	          0	         3	        3	            3	          2	          2	                   2	     2	    2	   2	        2	          2	         3	    2	       2	               2	       3	            2	     3	                   2	             2	                   1	             3	                 2	         0	     3	      0	                     2	     3	           2	     3	             2	     3	                3
RER1           	           3	         3	     2	       3	         3	             3	            3	    3	       3	          0	         3	        3	            3	          3	          2	                   3	     2	    2	   2	        2	          3	         3	    1	       3	               2	       3	            2	     3	                   2	             2	                   1	             3	                 2	         0	     2	      0	                     3	     3	           2	     3	             2	     3	                3
REST           	           2	         2	     2	       3	         1	             1	            3	    2	       2	          0	         2	        3	            3	          3	          2	                   1	     2	    1	   2	        2	          3	         2	    2	       2	               1	       3	            2	     3	                   2	             2	                   2	             2	                 2	         0	     2	      0	                     1	     2	           3	     3	             3	     2	                2
REXO2          	           2	         3	     2	       2	         2	             2	            2	    3	       3	          0	         2	        2	            2	          2	          3	                   0	     3	    2	   2	        2	          2	         2	    2	       3	               3	       2	            3	     3	                   3	             2	                   3	             2	                 3	         0	     1	      0	                     0	     3	           2	     2	             3	     2	                2
RFC4           	           3	         3	     2	       2	         2	             1	            2	    2	       3	          0	         1	        2	            2	          2	          0	                   2	     2	    0	   1	        3	          2	         2	    0	       2	               2	       3	            2	     3	                   2	             1	                   0	             2	                 2	         0	     1	      0	                     2	     3	           2	     3	             2	     2	                2
RFC5           	           2	         3	     2	       2	         2	             1	            2	    2	       2	          0	         2	        2	            2	          2	          2	                   1	     2	    0	   1	        2	          2	         2	    0	       2	               0	       2	            0	     2	                   1	             1	                   3	             2	                 1	         0	     1	      0	                     1	     3	           2	     2	             2	     2	                2
RFFL           	           3	         2	     2	       2	         2	             2	            2	    3	       3	          0	         2	        2	            2	          2	          2	                   2	     3	    2	   1	        2	          2	         2	    2	       2	               3	       3	            2	     3	                   3	             2	                   2	             3	                 2	         0	     2	      0	                     2	     2	           3	     2	             2	     2	                3
RFX3           	           0	         2	     2	       3	         2	             3	            2	    2	       2	          0	         3	        2	            3	          2	          0	                   2	     1	    0	   0	        1	          3	         1	    0	       2	               0	       0	            1	     2	                   1	             1	                   0	             1	                 1	         0	     0	      0	                     2	     3	           2	     2	             2	     1	                1
RFX5           	           3	         3	     3	       3	         3	             3	            3	    3	       3	          0	         3	        3	            3	          3	          3	                   3	     3	    3	   3	        3	          3	         3	    2	       3	               3	       3	            3	     3	                   3	             3	                   3	             3	                 3	         0	     3	      0	                     3	     3	           3	     3	             3	     2	                3
RFX6           	           1	         0	     0	       1	         1	             2	            0	    2	       0	          0	         1	        0	            2	          1	          0	                   0	     1	    1	   1	        0	          2	         1	    0	       3	               0	       0	            0	     2	                   0	             0	                   0	             1	                 1	         0	     0	      0	                     2	     2	           0	     0	             0	     0	                2
RFX7           	           3	         3	     1	       2	         1	             2	            2	    2	       2	          0	         2	        1	            2	          2	          0	                   2	     2	    2	   2	        2	          2	         2	    1	       3	               2	       1	            1	     2	                   3	             2	                   1	             2	                 1	         0	     2	      0	                     3	     2	           2	     2	             3	     2	                1
RGN            	           3	         0	     0	       0	         0	             0	            0	    0	       0	          0	         0	        0	            0	          0	          0	                   0	     2	    3	   0	        0	          0	         0	    0	       2	               0	       0	            0	     0	                   0	             0	                   0	             0	                 0	         0	     0	      0	                     0	     1	           1	     0	             0	     0	                0
RGS10          	           1	         2	     1	       2	         2	             2	            2	    2	       2	          0	         0	        1	            2	          2	          2	                   2	     1	    2	   2	        3	          2	         2	    0	       1	               0	       2	            1	     2	                   0	             0	                   1	             2	                 0	         0	     1	      0	                     2	     1	           1	     3	             2	     1	                3
RGS3           	           2	         1	     2	       2	         3	             2	            2	    2	       2	          0	         2	        2	            2	          2	          2	                   3	     2	    2	   2	        2	          2	         2	    1	       3	               2	       2	            2	     2	                   2	             2	                   2	             2	                 2	         0	     2	      0	                     3	     2	           2	     2	             2	     2	                2
RHBG           	           0	         0	     0	       0	         0	             0	            3	    1	       0	          0	         0	        3	            0	          0	          0	                   0	     2	    0	   0	        0	          0	         1	    0	       0	               0	       0	            1	     0	                   1	             0	                   0	             0	                 1	         0	     0	      0	                     0	     0	           0	     3	             0	     3	                0
RHCG           	           0	         0	     0	       0	         0	             0	            3	    0	       0	          0	         0	        3	            0	          0	          0	                   0	     2	    0	   0	        0	          0	         3	    0	       0	               0	       0	            0	     0	                   0	             0	                   0	             0	                 0	         0	     0	      0	                     0	     0	           0	     3	             0	     3	                0
RHOT1          	           3	         2	     3	       3	         3	             3	            3	    3	       3	          0	         3	        3	            3	          3	          3	                   3	     3	    2	   3	        3	          3	         3	    3	       3	               3	       3	            3	     3	                   3	             3	                   2	             3	                 2	         0	     3	      0	                     3	     3	           3	     3	             3	     3	                3
RHOT2          	           2	         1	     2	       2	         2	             3	            2	    3	       3	          0	         2	        1	            2	          2	          2	                   1	     2	    2	   2	        2	          2	         2	    1	       1	               2	       3	            1	     3	                   2	             2	                   3	             3	                 2	         0	     2	      0	                     1	     2	           1	     2	             2	     1	                2
RHOXF1         	           2	         0	     1	       0	         0	             0	            1	    1	       1	          0	         0	        2	            0	          0	          0	                   0	     2	    1	   0	        0	          0	         2	    0	       3	               0	       0	            0	     0	                   0	             0	                   0	             1	                 0	         0	     0	      0	                     0	     2	           1	     0	             0	     1	                0
RHOXF2         	           0	         0	     0	       0	         0	             0	            0	    0	       0	          0	         0	        0	            0	          0	          0	                   0	     0	    0	   0	        0	          0	         0	    0	       0	               0	       0	            0	     0	                   0	             0	                   0	             0	                 0	         0	     0	      0	                     0	     3	           0	     0	             0	     0	                0
RHOXF2B        	           0	         0	     0	       2	         0	             0	            0	    0	       2	          0	         0	        0	            0	          0	          0	                   0	     2	    0	   3	        0	          0	         0	    0	       1	               0	       0	            0	     2	                   0	             0	                   0	             2	                 0	         0	     0	      0	                     0	     3	           0	     0	             0	     0	                0
